
#%Probeset listing for Clariom D Human
#%create_date=2021-05-18 PDT 09:19:03
#%input_query=*
gene_symbol	Clariom D Human
ASPDH	TC1900011208.hg.1
DPY19L2P1	TC0700010718.hg.1
LOC554249	TC0900007221.hg.1
GDF5OS	TC2000007217.hg.1
FBXO48	TC0200012936.hg.1
LINC00862	TC0100016885.hg.1
FAM72C	TC0100015550.hg.1
KIR2DP1	TC1900008879.hg.1
HIST2H4B	TC0100009870.hg.1, TC0100015707.hg.1
LARP4P	TC1500006872.hg.1
PGM5-AS1	TC0900007262.hg.1, TC0900010319.hg.1
DHFRP1	TC1800008333.hg.1
CLLU1OS	TC1200011513.hg.1
CLLU1	TC1200012694.hg.1
DUSP5P1	TC0100018354.hg.1
MIR362	TC0X00007245.hg.1
MIR363	TC0X00010857.hg.1
MIR20B	TC0X00010860.hg.1
MIR18B	TC0X00010861.hg.1
MIR433	TC1400008238.hg.1
SERTAD4-AS1	TC0100017177.hg.1
MIR431	TC1400008237.hg.1
SNORA6	TC0300007101.hg.1
SNORA10	TC1600009077.hg.1
ADAMTSL4-AS1	TC0100018485.hg.1
C1orf145	TC0100017597.hg.1
MIR329-1	TC1400008272.hg.1
MIR329-2	TC1400008273.hg.1
MIR323B	TC1400008300.hg.1
MIR451A	TC1700010217.hg.1
MIR452	TC0X00011121.hg.1
MIR409	TC1400008305.hg.1
PRR9	TC0100010025.hg.1
IBA57-AS1	TC0100017594.hg.1
MIR412	TC1400008306.hg.1
MIR410	TC1400008308.hg.1
MIR376B	TC1400008282.hg.1
MIR485	TC1400008299.hg.1
MIR488	TC0100016507.hg.1
MIR489	TC0700011805.hg.1
MIR490	TC0700009278.hg.1
MIR491	TC0900006783.hg.1
MIR511	TC1000006914.hg.1
MIR146B	TC1000008730.hg.1
MIR202	TC1000012387.hg.1
MIR492	TC1200008500.hg.1
MIR493	TC1400008234.hg.1
MIR432	TC1400008240.hg.1
MIR494	TC1400008274.hg.1
MIR495	TC1400008277.hg.1
MIR496	TC1400008302.hg.1
MIR193B	TC1600006986.hg.1
MIR497	TC1700009602.hg.1
MIR181D	TC1900007148.hg.1
MIR512-1	TC1900008765.hg.1
MIR512-2	TC1900008765.hg.1, TC1900008766.hg.1
MIR498	TC1900008768.hg.1
MIR520E	TC1900008769.hg.1
MIR515-1	TC1900008770.hg.1
MIR519E	TC1900008771.hg.1
MIR520F	TC1900008772.hg.1
MIR515-2	TC1900008770.hg.1
MIR519C	TC1900008774.hg.1
MIR520A	TC1900008776.hg.1
MIR526B	TC1900008777.hg.1
MIR519B	TC1900008778.hg.1
MIR525	TC1900008779.hg.1
MIR523	TC1900008780.hg.1
MIR518F	TC1900008781.hg.1
MIR520B	TC1900008782.hg.1
MIR518B	TC1900008783.hg.1
MIR526A1	TC1900008784.hg.1
MIR520C	TC1900008785.hg.1
MIR518C	TC1900008786.hg.1
MIR524	TC1900008787.hg.1
MIR517A	TC1900008788.hg.1
MIR519D	TC1900008789.hg.1
MIR521-2	TC1900008790.hg.1
MIR520D	TC1900008791.hg.1
MIR517B	TC1900008792.hg.1
MIR520G	TC1900008793.hg.1
MIR516B2	TC1900008794.hg.1
MIR526A2	TC1900008795.hg.1
MIR518E	TC1900008796.hg.1
MIR518A1	TC1900008797.hg.1
MIR518D	TC1900008798.hg.1
MIR516B1	TC1900008799.hg.1
MIR518A2	TC1900008800.hg.1
MIR517C	TC1900008801.hg.1
MIR520H	TC1900008802.hg.1
MIR521-1	TC1900008803.hg.1
MIR522	TC1900008804.hg.1
MIR519A1	TC1900008805.hg.1
MIR527	TC1900008806.hg.1
MIR516A1	TC1900008807.hg.1
MIR516A2	TC1900008810.hg.1
MIR519A2	TC1900008811.hg.1
MIR499A	TC2000007207.hg.1
MIR500A	TC0X00007244.hg.1
MIR501	TC0X00007246.hg.1
MIR502	TC0X00007249.hg.1
MIR450A2	TC0X00010870.hg.1
MIR503	TC0X00010873.hg.1
MIR504	TC0X00010955.hg.1
MIR505	TC0X00010969.hg.1
MIR513A1	TC0X00011044.hg.1
MIR513A2	TC0X00011045.hg.1
MIR506	TC0X00011046.hg.1
MIR507	TC0X00011047.hg.1
MIR508	TC0X00011048.hg.1
MIR509-1	TC0X00011050.hg.1, TC0X00011052.hg.1
MIR510	TC0X00011053.hg.1
MIR514A1	TC0X00011054.hg.1
MIR514A2	TC0X00011055.hg.1, TC0X00011056.hg.1
MIR514A3	TC0X00011055.hg.1, TC0X00011056.hg.1
UGT2A2	TC0400010939.hg.1
LOC574538	TC1200009542.hg.1
SNORD101	TC0600009489.hg.1
SNORD100	TC0600009490.hg.1
SNORA33	TC0600009491.hg.1
ZFAT-AS1	TC0800008994.hg.1
HAS2-AS1	TC0800008692.hg.1
CPLX3	TC1500010766.hg.1
NPS	TC1000009286.hg.1
SNORD16	TC1500010884.hg.1
SNORD18A	TC1500010884.hg.1
SNORD18B	TC1500010884.hg.1
SNORD18C	TC1500010884.hg.1
SMG1P5	TC1600009959.hg.1
PGM5P2	TC0900010123.hg.1
KLKP1	TC1900011225.hg.1
CYB5RL	TC0100018442.hg.1
SNORD68	TC1600008888.hg.1
UBE2MP1	TC1600010133.hg.1
C8orf49	TC0800006757.hg.1
LOC606724	TC1600007448.hg.1
LOC613037	TC1600009958.hg.1
LOC613038	TC1600009928.hg.1
CYP51A1-AS1	TC0700008319.hg.1
DEFB135	TC0800006764.hg.1
DEFB136	TC0800009625.hg.1
DEFB134	TC0800009626.hg.1
CTXN3	TC0500008560.hg.1
HIGD1C	TC1200007627.hg.1
LOC613266	TC2000008464.hg.1
SERINC4	TC1500010863.hg.1
FDPSP2	TC0700011573.hg.1
SCART1	TC1000009469.hg.1
FAM229B	TC0600009169.hg.1
PA2G4P3	TC1800008355.hg.1
ZNF704	TC0800010918.hg.1
ERICH1-AS1	TC0800012253.hg.1
LINC01298	TC0800011155.hg.1
SETP3	TC1700011259.hg.1
LINC00589	TC0800012399.hg.1
MBOAT4	TC0800010021.hg.1
SCARNA9	TC1100008788.hg.1
FAM90A21P	TC0800009475.hg.1
LINC00051	TC0800009138.hg.1
RPL10P3	TC0900011345.hg.1
RPS12P2	TC1000011207.hg.1
RPIAP1	TC1800008860.hg.1
RPS29P2	TC0800007408.hg.1
SPANXA2-OT1	TC0X00008607.hg.1
RPL31P9	TC1800008948.hg.1
SNORD74	TC0100016443.hg.1
SNORA27	TC1300006675.hg.1
SNORA21	TC1700010551.hg.1
SSBP3-AS1	TC0100008385.hg.1
TWF1P1	TC1700010237.hg.1
MIR483	TC1100009787.hg.1
MIR484	TC1600007014.hg.1
MIR486-1	TC0800010253.hg.1
MIR487A	TC1400008295.hg.1
MIR455	TC0900008506.hg.1
SNORA3A	TC1100006791.hg.1
SNORA7A	TC0300010310.hg.1
SNORD72	TC0500010586.hg.1
SNORA52	TC1100006491.hg.1
SNORD2	TC0300009782.hg.1
SNORA4	TC0300009782.hg.1
SNORA41	TC0200010567.hg.1
SNORD95	TC0500013430.hg.1
SNORD96A	TC0500013430.hg.1
SMG1P1	TC1600011363.hg.1
RPL31P11	TC0100016192.hg.1
ZNF674	TC0X00009537.hg.1
SLC7A11-AS1	TC0400008772.hg.1
LINC00616	TC0400011919.hg.1
LOC641367	TC1900007531.hg.1, TC1900007533.hg.1
ACOT1	TC1400007644.hg.1
ACOT6	TC1400007650.hg.1
NRON	TC0900011548.hg.1
TMEM75	TC0800011789.hg.1
SNORA19	TC1000011989.hg.1
POTEM	TC1400006457.hg.1, TC1400008557.hg.1
TSC22D1-AS1	TC1300007039.hg.1
MGAT4EP	TC0100011236.hg.1
KC6	TC1800008536.hg.1
DEFB109P1B	TC0800006591.hg.1, TC0800009494.hg.1
LEF1-AS1	TC0400008351.hg.1
RPL36AP6	TC0900011132.hg.1
RPL21P5	TC1400008845.hg.1
RPL9P3	TC1400006896.hg.1
SNHG6	TC0800010695.hg.1
SNORD87	TC0800010695.hg.1
TMEM91	TC1900011743.hg.1
HEPN1	TC1100009406.hg.1
ECSCR	TC0500013372.hg.1
FAM138F	TC0100012384.hg.1
LOC641746	TC0700007779.hg.1
SEPT7P2	TC0700010959.hg.1
GUSBP10	TC0700011204.hg.1
LOC642131	TC1500008668.hg.1
FRG1JP	TC0900010236.hg.1
FAM110C	TC0200011445.hg.1
ZNF876P	TC0400006443.hg.1
SLC25A1P5	TC1900010250.hg.1
GAPDHP15	TC0600012150.hg.1
MIR4500HG	TC1300009405.hg.1
LOC642361	TC1000012460.hg.1
LOC642366	TC0500010694.hg.1
ADARB2-AS1	TC1000006484.hg.1
GOLGA6L17P	TC1500008093.hg.1, TC1500010915.hg.1
LOC642423	TC1500010275.hg.1
IGKV1OR10-1	TC1000007375.hg.1
LOC642426	TC1400008533.hg.1
ADH5P4	TC0600012204.hg.1
TRIM64B	TC1100011914.hg.1
MROH6	TC0800012142.hg.1
LINC01296	TC1400006461.hg.1, TC1400008546.hg.1
FKBP1C	TC0600008390.hg.1
RPL29P25	TC1200011918.hg.1
AGAP9	TC1000010555.hg.1
C1DP3	TC1000011196.hg.1
C1DP2	TC1000011197.hg.1
POU5F1P3	TC1200009810.hg.1
TRIM53AP	TC1100008720.hg.1
MIR205HG	TC0100011446.hg.1
EIF5AP4	TC1000011210.hg.1
C18orf42	TC1800007955.hg.1
TRIM49C	TC1100008730.hg.1
UBTFL1	TC1100008733.hg.1
FAM230B	TC2200006692.hg.1
RAD21L1	TC2000009877.hg.1
SCX	TC0800009246.hg.1
TBC1D22A-AS1	TC2200009033.hg.1
DANT2	TC0X00010573.hg.1
NPIPA3	TC1600011353.hg.1
DNAH10OS	TC1200012293.hg.1
NPIPA2	TC1600011354.hg.1
ZNF487	TC1000007421.hg.1
BMS1P6	TC1000010555.hg.1
CPSF4L	TC1700011656.hg.1
LOC642846	TC1200006751.hg.1
LOC642852	TC2100007412.hg.1
SPATA42	TC0100009332.hg.1
LINC00535	TC0800011109.hg.1
LOC642929	TC0900010286.hg.1
FAM196A	TC1000012213.hg.1
LOC642943	TC0900012152.hg.1
FLVCR1-AS1	TC0100017262.hg.1
LOC642947	TC0900007647.hg.1
FAM163B	TC0900011857.hg.1
GRIK1-AS1	TC2100006869.hg.1
TMEM232	TC0500013345.hg.1
NFE2L3P1	TC1800007474.hg.1
DUX4L17	TC0Y00006611.hg.1
SMIM5	TC1700008914.hg.1
MTND5P10	TC0500011567.hg.1
DUX4L19	TC0Y00006614.hg.1
SLED1	TC0400012622.hg.1
C11orf97	TC1100008805.hg.1
LOC643072	TC0200009787.hg.1
KRT223P	TC1700010636.hg.1
ZC3H11B	TC0100017357.hg.1
SMIM15	TC0500010876.hg.1
ATF4P3	TC1700011789.hg.1
CYMP	TC0100009387.hg.1
FAM25A	TC1000012472.hg.1
CCT6P3	TC0700007795.hg.1
FADS2P1	TC1100007654.hg.1
RBPJP6	TC0900010154.hg.1
LOC643201	TC0500012930.hg.1
EHMT1-IT1	TC0900009318.hg.1
TUBBP5	TC0900009331.hg.1
GRXCR2	TC0500012367.hg.1
TMEM72	TC1000007458.hg.1
MAP1LC3B2	TC1200012712.hg.1, TC1200012713.hg.1
CCT6P1	TC0700013378.hg.1
RARRES2P1	TC0300007882.hg.1
RPL21P106	TC1200008426.hg.1
CT47B1	TC0X00010682.hg.1
KIAA0754	TC0100007898.hg.1
ECRP	TC1400006538.hg.1
C15orf62	TC1500006968.hg.1
LOC643339	TC1200011526.hg.1
LOC643355	TC0100009433.hg.1
LINC00452	TC1300010011.hg.1
BTBD18	TC1100010907.hg.1
TMEM253	TC1400006553.hg.1
LOC643387	TC0200011279.hg.1
SPINK9	TC0500009038.hg.1
LINC01021	TC0500007000.hg.1
LOC643406	TC2000006611.hg.1
LIPK	TC1000008380.hg.1
LIPN	TC1000008382.hg.1
RBMS2P1	TC1200011559.hg.1
TSG1	TC0600008836.hg.1
LOC643441	TC0100015321.hg.1
KRT8P49	TC1100009890.hg.1
BRDTP1	TC0X00010300.hg.1
RPL11P5	TC1200012173.hg.1
LINC00865	TC1000008408.hg.1
KCTD9P2	TC0X00008033.hg.1
LOC643542	TC1800007584.hg.1
RPL12P33	TC1200009147.hg.1
RNF224	TC0900009273.hg.1
NR1H5P	TC0100009508.hg.1
UBTFL6	TC0200013571.hg.1
LOC643623	TC0600009361.hg.1
GLYATL1P4	TC1100013010.hg.1
ZNF862	TC0700009647.hg.1
HSD17B1P1	TC1700007896.hg.1
LINC01189	TC0900007351.hg.1
LINC00842	TC1000012455.hg.1
SLC35G6	TC1700006750.hg.1
CCER2	TC1900010633.hg.1
CCDC168	TC1300009672.hg.1
MS4A4E	TC1100010998.hg.1
GOLGA8N	TC1500006728.hg.1, TC1500010712.hg.1
GOLGA6L4	TC1500008139.hg.1, TC1500010915.hg.1
LOC643711	TC1200011634.hg.1
CASC16	TC1600010319.hg.1
SCGB1B2P	TC1900010432.hg.1
LYPLAL1-AS1	TC0100017343.hg.1
LOC643733	TC1100012163.hg.1
TRAF3IP2-AS1	TC0600009154.hg.1
UG0898H09	TC0800007803.hg.1
LOC643770	TC1200011646.hg.1
USP46-AS1	TC0400007508.hg.1
LOC643802	TC1600010334.hg.1
KRTAP24-1	TC2100007883.hg.1
KRTAP27-1	TC2100007886.hg.1
CNTNAP3P2	TC0900007457.hg.1
PGA3	TC1100007795.hg.1
ZFP62	TC0500013109.hg.1
LINC01128	TC0100006469.hg.1
PGA4	TC1100007795.hg.1, TC1100013016.hg.1
TMPPE	TC0300010664.hg.1
CTAGE9	TC0600013180.hg.1
CBLN3	TC1400008758.hg.1
HMGN2P6	TC1400008772.hg.1
RNF222	TC1700009693.hg.1
PRR21	TC0200016302.hg.1
CRNDE	TC1600010375.hg.1
LOC643923	TC1100008969.hg.1
ZNF733P	TC0700011245.hg.1
TMEM88B	TC0100006514.hg.1
FLJ32255	TC0500010625.hg.1
C1orf233	TC0100012490.hg.1
CBWD6	TC0900012234.hg.1
RPL22P19	TC1200012335.hg.1
C18orf63	TC1800007673.hg.1
SLC25A5P6	TC0400012668.hg.1
LINC01529	TC1900010498.hg.1
FAM25C	TC1000012552.hg.1, TC1000012554.hg.1
PYY3	TC0X00007250.hg.1
RPS14P3	TC0100007173.hg.1
GSG1L2	TC1700012358.hg.1
GLYCAM1	TC1200010844.hg.1
HCG2040054	TC0200016443.hg.1
SDHAF1	TC1900007899.hg.1
ARL14EPL	TC0500013216.hg.1
RPL23AP53	TC0800009312.hg.1
CCT8P1	TC0100015630.hg.1
PIRT	TC1700009758.hg.1
LOC644145	TC0400007570.hg.1
WIPF3	TC0700007061.hg.1
DNM1P31	TC1500006772.hg.1
DND1P1	TC1700008072.hg.1
BCRP3	TC2200006900.hg.1
DRGX	TC1000010597.hg.1
LOC644172	TC1700010898.hg.1
SYCE3	TC2200009164.hg.1
LOC644189	TC1900007939.hg.1
RPS26P8	TC1700008075.hg.1
NR2F2-AS1	TC1500010544.hg.1
LINC00622	TC0100015468.hg.1
KANSL1-AS1	TC1700008091.hg.1
SNCA-AS1	TC0400008133.hg.1
LOC644285	TC0500011394.hg.1
MT1IP	TC1600007967.hg.1
FLJ43315	TC0900007404.hg.1
RPL37AP8	TC1100012307.hg.1
ZCCHC18	TC0X00008027.hg.1
DEFB131	TC0400006833.hg.1
RARRES2P2	TC1000012417.hg.1
AGGF1P2	TC1000009478.hg.1
TMEM30C	TC0300008140.hg.1
RBM22P6	TC0X00007286.hg.1
RPL13AP6	TC1000011827.hg.1
NKX2-4	TC2000008610.hg.1
SMIM10	TC0X00008492.hg.1
LOC644554	TC1900007984.hg.1
PPIAL4G	TC0100015660.hg.1
SMIM10L2B	TC0X00010889.hg.1
GEMIN8P2	TC1600008047.hg.1
INTS4P2	TC0700007811.hg.1
BMS1P11	TC0900010256.hg.1
FAM231D	TC0100018280.hg.1
APOOP5	TC1600010509.hg.1
LOC644656	TC1100010068.hg.1
RAD21-AS1	TC0800008629.hg.1
LOC644669	TC1800009260.hg.1
CLDN25	TC1100009091.hg.1
CDRT15P2	TC1700006992.hg.1
LIMD1-AS1	TC0300010928.hg.1
IGKV1OR-3	TC0900007438.hg.1
PABPC1P13	TC1600010060.hg.1
TMPRSS11GP	TC0400010897.hg.1
LOC644762	TC0500012446.hg.1
CH17-351M24.1	TC1700011941.hg.1
C15orf56	TC1500009088.hg.1
FAM83G	TC1700009992.hg.1
LOC644838	TC0200012908.hg.1
PHGR1	TC1500006948.hg.1
NBPF13P	TC0100015621.hg.1
LINC01184	TC0500011963.hg.1
RARRES2P4	TC0400012750.hg.1
MEIG1	TC1000006861.hg.1
GCC2-AS1	TC0200013806.hg.1
LOC644919	TC1400006990.hg.1
LOC644936	TC0500011266.hg.1
RASSF10	TC1100006896.hg.1
KRT16P3	TC1700010054.hg.1
ACTG1P20	TC0100007508.hg.1
TNRC18P1	TC0400011979.hg.1
RPS3AP26	TC0700011911.hg.1
ALG1L2	TC0300013866.hg.1
THRB-AS1	TC0300006850.hg.1
SMIM23	TC0500009432.hg.1
PIK3CD-AS1	TC0100012811.hg.1
KRT8P19	TC1200007951.hg.1
RPS3P6	TC1200011038.hg.1
LOC645010	TC0100012821.hg.1
EVPLL	TC1700007119.hg.1
NFIA-AS1	TC0100014386.hg.1
GAGE2B	TC0X00007230.hg.1, TC0X00011289.hg.1
GAGE13	TC0X00007230.hg.1
GAGE12G	TC0X00007233.hg.1, TC0X00007235.hg.1
CLRN2	TC0400006984.hg.1
CCNI2	TC0500008646.hg.1
PFN1P6	TC0100009709.hg.1
PPIAL4D	TC0100015577.hg.1
CBX3P2	TC1800007899.hg.1
RPL5P30	TC1100009209.hg.1
RPL12P8	TC1000007845.hg.1
LOC645166	TC0100009719.hg.1, TC0100015521.hg.1, TC0100015556.hg.1, TC0200013430.hg.1
RPS2P48	TC1700011162.hg.1
LOC645188	TC0X00008609.hg.1
LINGO3	TC1900009226.hg.1
LINC00693	TC0300006900.hg.1
EIF3J-AS1	TC1500009259.hg.1
MNX1-AS1	TC0700009866.hg.1
GAPDHP66	TC1800007939.hg.1
SCDP1	TC1700007240.hg.1
LINC00461	TC0500011414.hg.1
FAM86C2P	TC1100011359.hg.1
SNRPD2P2	TC0100017731.hg.1
MIR3976HG	TC1800006548.hg.1
PRAMEF26	TC0100018171.hg.1
GGT8P	TC0200016489.hg.1
TMEM200C	TC1800007968.hg.1
PRAMEF33P	TC0100018172.hg.1
RPL6P27	TC1800007977.hg.1
USP17L4	TC0800006593.hg.1
RPS16P9	TC1900010934.hg.1
PRAMEF19	TC0100012948.hg.1
PRAMEF20	TC0100006926.hg.1
TMEM191C	TC2200009200.hg.1
FUT8-AS1	TC1400009449.hg.1
ARRDC5	TC1900009371.hg.1
LINC01625	TC0600013362.hg.1
ATP5A1P3	TC1600010804.hg.1
CEP170P1	TC0400008540.hg.1
LOC645485	TC1200007199.hg.1
LOC645513	TC0400012837.hg.1, TC0400012838.hg.1
FAM138A	TC0900009341.hg.1
LINC00264	TC1000012435.hg.1
RPS4XP19	TC1800006623.hg.1
LHFPL3-AS1	TC0700012137.hg.1
WFDC21P	TC1700011307.hg.1
FLJ42627	TC1600006626.hg.1
TUFMP1	TC1700010137.hg.1
ASH1L-AS1	TC0100010129.hg.1
POU5F1P4	TC0100010126.hg.1
RPL13AP3	TC1400007250.hg.1
LINC00520	TC1400009267.hg.1
ZNF890P	TC0700010151.hg.1
NOS2P1	TC1700012374.hg.1
MT1HL1	TC0100017866.hg.1
LOC645752	TC1500010124.hg.1
PARP4P2	TC1300006469.hg.1
ANKRD36BP2	TC0200008353.hg.1
HSPD1P2	TC0800009490.hg.1
CCDC154	TC1600009041.hg.1
SEBOX	TC1700012378.hg.1
USP17L3	TC0800009493.hg.1
TXNRD3NB	TC0300014040.hg.1
TMEM14EP	TC0300012834.hg.1
RPL7AP58	TC1100007162.hg.1
CCDC58P1	TC1800008069.hg.1
MAGEB17	TC0X00006687.hg.1
RPS7P5	TC0100012148.hg.1
S100A7L2	TC0100015861.hg.1
LOC645949	TC0200011935.hg.1
SVILP1	TC1000012438.hg.1
RPS18P9	TC0600009801.hg.1
SPATA31C2	TC0900010667.hg.1
RPL23AP20	TC0100012174.hg.1
PABPC1L2B	TC0X00007602.hg.1
RPS26P31	TC0700008951.hg.1
RPL31P57	TC1700011441.hg.1
NAP1L6	TC0X00010051.hg.1
SLC35G4	TC1800006702.hg.1
CBY3	TC0500013059.hg.1
ADORA2A-AS1	TC2200008218.hg.1
RAET1K	TC0600013538.hg.1
LOC646029	TC1100008531.hg.1
SLC20A1P3	TC1500008602.hg.1
POM121L10P	TC2200008230.hg.1
CHEK2P2	TC1500006447.hg.1
LINC00643	TC1400007396.hg.1
LINC01330	TC0300009417.hg.1
C16orf90	TC1600009196.hg.1
RPL36AP48	TC1700008684.hg.1
BASP1P1	TC1300008316.hg.1
TLK2P1	TC1700010384.hg.1
LOC646214	TC1500010832.hg.1
CXADRP2	TC1500008656.hg.1
LACTBL1	TC0100013264.hg.1
LOC646268	TC0100016059.hg.1
PDCD6IPP2	TC1500006681.hg.1
AZGP1P1	TC0700008514.hg.1
COL6A4P2	TC0300008816.hg.1
LINC00607	TC0200015657.hg.1
TERF1P2	TC1800008182.hg.1
IGHV1OR15-3	TC1500010834.hg.1
DDX18P5	TC1100009529.hg.1
IGHV1OR15-4	TC1500008683.hg.1
DPPA5P1	TC1900011296.hg.1
IRX1P1	TC1300006621.hg.1
REREP3	TC1500006502.hg.1
TPTE2P1	TC1300008372.hg.1
SPINK8	TC0300011017.hg.1
SNX19P3	TC1800008193.hg.1
ARIH2OS	TC0300011039.hg.1
C19orf67	TC1900009804.hg.1
LOC646471	TC0100018426.hg.1
FABP9	TC0800010937.hg.1
FABP12	TC0800010940.hg.1
C3orf84	TC0300011055.hg.1
FAM90A27P	TC1900008743.hg.1
LOC646522	TC1100012901.hg.1
CYP4F10P	TC1900011680.hg.1
HHIP-AS1	TC0400012021.hg.1
UBE2CP2	TC1800008269.hg.1
IGF2BP2-AS1	TC0300009742.hg.1
C4orf51	TC0400008913.hg.1
URAD	TC1300008451.hg.1
LOC646626	TC0100008907.hg.1
LYPD8	TC0100018572.hg.1
SBK2	TC1900011481.hg.1
LOC646652	TC0500007104.hg.1
SYNDIG1L	TC1400009694.hg.1
RPL15P20	TC1600009540.hg.1
HLA-DPA2	TC0600011519.hg.1
NIPBL-AS1	TC0500010508.hg.1
LOC646736	TC0200010959.hg.1
LOC646743	TC0200014273.hg.1
RPS26P2	TC0900009807.hg.1
TRIM64C	TC1100010787.hg.1
LOC646762	TC0700010614.hg.1
ANP32BP1	TC1500010068.hg.1
ZAR1L	TC1300008552.hg.1
CYP4F62P	TC0200016729.hg.1
LOC646813	TC1100007563.hg.1
SETSIP	TC0100014918.hg.1
FAM227A	TC2200008706.hg.1
RNF225	TC1900009046.hg.1
RPL12P2	TC0600007859.hg.1
SH2D7	TC1500007961.hg.1
LOC646903	TC0300009149.hg.1
RPL17P33	TC0800007161.hg.1
ZNF806	TC0200009370.hg.1
LOC646938	TC1500007985.hg.1
PRSS56	TC0200011103.hg.1
HRCT1	TC0900007105.hg.1
LINC00598	TC1300010036.hg.1
RAB42P1	TC1400007941.hg.1
YY1P2	TC0200009495.hg.1
C6orf132	TC0600011817.hg.1
PA2G4P4	TC0300012908.hg.1
GOLGA6L10	TC1500010236.hg.1
SPATA31A1	TC0900007211.hg.1
C7orf73	TC0700009256.hg.1
RPLP0P11	TC1800007318.hg.1
LINC01192	TC0300012997.hg.1
EMBP1	TC0100009666.hg.1
SRGAP2B	TC0100015572.hg.1
ACTR3BP3	TC1600010059.hg.1
LINC00371	TC1300008973.hg.1
SERPINE3	TC1300007221.hg.1
IGHV3OR16-6	TC1600007602.hg.1
RPS16P5	TC0600012073.hg.1
ASCL5	TC0100016902.hg.1
LOC647264	TC1300009966.hg.1
CYP2AB1P	TC0300013359.hg.1
RD3L	TC1400010340.hg.1
CTAGE11P	TC1300009270.hg.1
PEBP1P2	TC0200013260.hg.1
GMNC	TC0300013528.hg.1
TEX22	TC1400010702.hg.1
LOC647323	TC0300013579.hg.1
FRG2EP	TC2000008779.hg.1
CNN2P4	TC0900010166.hg.1
FARSBP1	TC1000011229.hg.1
PFN1P12	TC0100009685.hg.1
ANHX	TC1200012567.hg.1
LOC647859	TC0500011056.hg.1
MIR924HG	TC1800008512.hg.1
LINC00657	TC2000008995.hg.1
RPL37P23	TC1900008687.hg.1
VN2R9P	TC1100010920.hg.1
TSSK5P	TC0800012194.hg.1
LL22NC03-63E9.3	TC2200006785.hg.1
RPS15AP24	TC0800010019.hg.1
ACTG1P4	TC0100018249.hg.1
PPP1R3G	TC0600006805.hg.1
EFTUD1P1	TC1500008134.hg.1
LOC648987	TC0500010627.hg.1
LOC649133	TC1100012548.hg.1
ZSCAN5CP	TC1900008947.hg.1
LINC00273	TC1600010122.hg.1
PRAMENP	TC2200008113.hg.1
VN2R17P	TC1900011515.hg.1
CES5AP1	TC2200008164.hg.1
RPL36AP51	TC1900007513.hg.1
PRAMEF34P	TC0100006918.hg.1
HNRNPCL3	TC0100018170.hg.1
LOC649352	TC0800009651.hg.1
YWHAEP1	TC0700007771.hg.1
DLGAP1-AS1	TC1800006518.hg.1
RPL23AP64	TC1100012505.hg.1
LOC650226	TC0700011180.hg.1
LOC650293	TC0400006773.hg.1
TSSC2	TC1100012952.hg.1
BEND3P3	TC1000008210.hg.1
ABCA17P	TC1600006607.hg.1
GAS6-AS1	TC1300010008.hg.1
IMPA1P	TC0800010942.hg.1
MIPEPP3	TC1300006529.hg.1
LRRC37A16P	TC1700011551.hg.1
ZNF192P1	TC0600007403.hg.1
FLJ38576	TC0400012663.hg.1
POM121L3P	TC2000006981.hg.1
RPL36P16	TC1900008140.hg.1
ANKRD33B	TC0500006753.hg.1
LOC652276	TC1600006625.hg.1
RPS3AP15	TC0300011588.hg.1
IGKV2OR2-7	TC0200008545.hg.1
CKS1BP6	TC0X00006888.hg.1
BTF3P5	TC0200012645.hg.1
SNORA48	TC1700012190.hg.1
SNORD10	TC1700012190.hg.1
GATSL3	TC2200009337.hg.1
SLC6A21P	TC1900011131.hg.1
LRRC37A5P	TC0900011204.hg.1
SKOR2	TC1800008614.hg.1
UCA1	TC1900007242.hg.1
REXO1L4P	TC0800011007.hg.1
GOLGA8S	TC1500006528.hg.1
XAGE1E	TC0X00007285.hg.1, TC0X00009718.hg.1
GOLGA8J	TC1500006699.hg.1, TC1500008695.hg.1
GOLGA8T	TC1500006703.hg.1
ZDHHC11B	TC0500013280.hg.1
FAM86FP	TC1200009815.hg.1
ZBTB8A	TC0100018209.hg.1
FAM74A6	TC0900007319.hg.1
GOLGA8K	TC1500010846.hg.1
FAM228A	TC0200016415.hg.1
ANXA8	TC1000012454.hg.1, TC1000012550.hg.1, TC1000012551.hg.1
RPL26P30	TC1100009794.hg.1
NBPF6	TC0100018256.hg.1
LOC653160	TC0100013676.hg.1
RPSAP9	TC0900007623.hg.1
OR1D4	TC1700006574.hg.1
GUSBP3	TC0500011004.hg.1
ABCC6P1	TC1600007088.hg.1
TRIM43B	TC0200013489.hg.1
XAGE1B	TC0X00007285.hg.1, TC0X00009718.hg.1
RPL15P3	TC0600006974.hg.1
RPL23AP49	TC0300014006.hg.1
GTF2H2B	TC0500007682.hg.1, TC0500007694.hg.1
KRTAP4-11	TC1700012406.hg.1
PRB2	TC1200012767.hg.1
AGAP7P	TC1000007499.hg.1
POTEI	TC0200014269.hg.1
CFC1B	TC0200009305.hg.1
CT47A7	TC0X00010687.hg.1
ASAH2B	TC1000007619.hg.1
FAM153C	TC0500013273.hg.1, TC0500013274.hg.1
KIAA0895L	TC1600010617.hg.1
FAM86B2	TC0800009656.hg.1
NCF1	TC0700008011.hg.1
TEX28P2	TC0X00011188.hg.1
